city,state_id,state_name,lat,lng
Denver City,TX,Texas,32.9680,-102.8318
Mystic,CT,Connecticut,41.3562,-71.9546
Marlow,OK,Oklahoma,34.6296,-97.9578
La Grange,TX,Texas,29.9129,-96.8768
Argo,AL,Alabama,33.6963,-86.5063
Jonesboro,GA,Georgia,33.5211,-84.3548
Lincoln Park,CO,Colorado,38.4255,-105.2132
Holiday City South,NJ,New Jersey,39.9533,-74.2367
Boulevard Park,WA,Washington,47.5137,-122.3160
Heritage Village,CT,Connecticut,41.4855,-73.2349
Wayland,MI,Michigan,42.6725,-85.6408
Palacios,TX,Texas,28.7171,-96.2334
Moxee,WA,Washington,46.5640,-120.3966
Old Westbury,NY,New York,40.7866,-73.5975
Canton,NC,North Carolina,35.5516,-82.8407
Atlantic Highlands,NJ,New Jersey,40.4112,-74.0295
Sullivan,IL,Illinois,39.5951,-88.6084
Newport,NC,North Carolina,34.7720,-76.8772
Silver Lake,NJ,New Jersey,40.7804,-74.1829
Beaver,PA,Pennsylvania,40.6936,-80.3074
Wahneta,FL,Florida,27.9574,-81.7287
Nikiski,AK,Alaska,60.7152,-151.2317
San Carlos,AZ,Arizona,33.3500,-110.4654
Bloomfield Hills,MI,Michigan,42.5780,-83.2456
Larch Way,WA,Washington,47.8429,-122.2528
Perryville,MD,Maryland,39.5737,-76.0668
Scottdale,PA,Pennsylvania,40.1034,-79.5898
Ligonier,IN,Indiana,41.4625,-85.5948
Portola Valley,CA,California,37.3711,-122.2202
Thornwood,NY,New York,41.1184,-73.7795
McLoud,OK,Oklahoma,35.4081,-97.0990
Barboursville,WV,West Virginia,38.4067,-82.2964
Soldotna,AK,Alaska,60.4862,-151.0672
Prairie du Sac,WI,Wisconsin,43.2920,-89.7353
Lafayette,OR,Oregon,45.2463,-123.1115
Grape Creek,TX,Texas,31.5817,-100.5474
Hayfield,VA,Virginia,38.7536,-77.1321
Phoenix,OR,Oregon,42.2749,-122.8154
India Hook,SC,South Carolina,35.0142,-81.0378
Huntingdon,TN,Tennessee,36.0052,-88.4181
Ludlow,KY,Kentucky,39.0904,-84.5498
Hunters Creek Village,TX,Texas,29.7715,-95.4987
Pittsburg,TX,Texas,32.9996,-94.9668
Edgewood,OH,Ohio,41.8783,-80.7461
Summerville,GA,Georgia,34.4788,-85.3491
Armonk,NY,New York,41.1319,-73.7138
Phoenix Lake,CA,California,38.0076,-120.3090
Minersville,PA,Pennsylvania,40.6908,-76.2594
Breese,IL,Illinois,38.6138,-89.5230
Shackle Island,TN,Tennessee,36.3775,-86.6168
Devine,TX,Texas,29.1456,-98.9049
Woodmore,MD,Maryland,38.9222,-76.7810
Harrogate,TN,Tennessee,36.5752,-83.6462
New Lexington,OH,Ohio,39.7160,-82.2080
Wyldwood,TX,Texas,30.1299,-97.4800
Santa Bárbara,PR,Puerto Rico,18.3954,-65.9172
Armona,CA,California,36.3166,-119.7054
Wayzata,MN,Minnesota,44.9670,-93.5160
Lorane,PA,Pennsylvania,40.2921,-75.8486
Scott City,MO,Missouri,37.2243,-89.5360
Bay Hill,FL,Florida,28.4559,-81.5122
Dewey-Humboldt,AZ,Arizona,34.5174,-112.2496
Watseka,IL,Illinois,40.7752,-87.7304
Waverly,NY,New York,42.0119,-76.5406
La Verkin,UT,Utah,37.2309,-113.2523
Hallsville,TX,Texas,32.5021,-94.5700
Louisville,TN,Tennessee,35.8247,-84.0552
Bagdad,FL,Florida,30.5824,-87.0447
Salinas,PR,Puerto Rico,17.9778,-66.2962
Rose Hill,KS,Kansas,37.5702,-97.1361
Belton,SC,South Carolina,34.5237,-82.4938
Ford City,CA,California,35.1647,-119.4584
Woodville,FL,Florida,30.3120,-84.2611
Hebbronville,TX,Texas,27.3251,-98.6857
La Vale,MD,Maryland,39.6625,-78.8229
Mathis,TX,Texas,28.0909,-97.8170
Crescent Springs,KY,Kentucky,39.0553,-84.5787
North Wilkesboro,NC,North Carolina,36.1728,-81.1390
Vilonia,AR,Arkansas,35.0807,-92.2088
Falfurrias,TX,Texas,27.2243,-98.1452
Isle of Palms,SC,South Carolina,32.8043,-79.7552
Oak Valley,NJ,New Jersey,39.8055,-75.1589
Wanamassa,NJ,New Jersey,40.2366,-74.0294
Prescott,WI,Wisconsin,44.7523,-92.7882
Hamburg,PA,Pennsylvania,40.5561,-75.9825
Magnolia,NJ,New Jersey,39.8562,-75.0365
Unalaska,AK,Alaska,53.8984,-166.5680
Dawson,GA,Georgia,31.7721,-84.4437
Haleyville,AL,Alabama,34.2331,-87.6175
Wellington,OH,Ohio,41.1613,-82.2255
Spackenkill,NY,New York,41.6547,-73.9100
Kewaskum,WI,Wisconsin,43.5177,-88.2306
Kaplan,LA,Louisiana,30.0060,-92.2840
West Laurel,MD,Maryland,39.1134,-76.8924
Scottsville,KY,Kentucky,36.7544,-86.2053
Huxley,IA,Iowa,41.8965,-93.5920
Ivanhoe,CA,California,36.3834,-119.2200
Suquamish,WA,Washington,47.7238,-122.5830
Hampton,IA,Iowa,42.7420,-93.2050
Tarentum,PA,Pennsylvania,40.6043,-79.7602
Wadena,MN,Minnesota,46.4450,-95.1285
El Jebel,CO,Colorado,39.4050,-107.0921
Rogersville,MO,Missouri,37.1148,-93.0742
Adamsville,AL,Alabama,33.6073,-86.9740
Georgetown,OH,Ohio,38.8684,-83.8992
Montauk,NY,New York,41.0466,-71.9465
North Braddock,PA,Pennsylvania,40.4023,-79.8533
Dyersville,IA,Iowa,42.4818,-91.1178
Pocomoke City,MD,Maryland,38.0635,-75.5553
Medford,WI,Wisconsin,45.1365,-90.3436
Chula Vista,TX,Texas,28.6573,-100.4220
Friendship Heights Village,MD,Maryland,38.9633,-77.0898
Mauston,WI,Wisconsin,43.7995,-90.0775
Jasper,FL,Florida,30.5061,-82.9540
Parker,FL,Florida,30.1289,-85.6008
Reedsport,OR,Oregon,43.6983,-124.1121
Sykesville,MD,Maryland,39.3716,-76.9716
Hunter,OH,Ohio,39.4940,-84.2852
Huber Ridge,OH,Ohio,40.0909,-82.9174
Union Mill,VA,Virginia,38.7978,-77.3815
Normandy,MO,Missouri,38.7071,-90.3009
The College of New Jersey,NJ,New Jersey,40.2689,-74.7764
Hometown,IL,Illinois,41.7312,-87.7311
Lamar,MO,Missouri,37.4945,-94.2791
Boalsburg,PA,Pennsylvania,40.7783,-77.7734
Pearl River,MS,Mississippi,32.7889,-89.2384
Pocola,OK,Oklahoma,35.2455,-94.4775
Arabi,LA,Louisiana,29.9562,-89.9986
Belleair,FL,Florida,27.9365,-82.8114
Caro,MI,Michigan,43.4891,-83.4025
Waverly,NE,Nebraska,40.9111,-96.5341
Denair,CA,California,37.5254,-120.7974
Shenandoah,PA,Pennsylvania,40.8167,-76.2003
Buckingham,FL,Florida,26.6613,-81.7402
Brittany Farms-The Highlands,PA,Pennsylvania,40.2690,-75.2140
Mount Olive,NC,North Carolina,35.1997,-78.0662
Whiteriver,AZ,Arizona,33.8358,-109.9616
Waverly,TN,Tennessee,36.0939,-87.7847
Peotone,IL,Illinois,41.3308,-87.7956
Slatington,PA,Pennsylvania,40.7543,-75.6114
Malmstrom AFB,MT,Montana,47.5059,-111.1825
Farrell,PA,Pennsylvania,41.2112,-80.4971
Baldwin,WI,Wisconsin,44.9540,-92.3709
Canton,TX,Texas,32.5546,-95.8641
Whiteland,IN,Indiana,39.5505,-86.0739
Nellis AFB,NV,Nevada,36.2466,-115.0571
Paintsville,KY,Kentucky,37.8163,-82.8089
Westville,NJ,New Jersey,39.8704,-75.1302
Buchanan,MI,Michigan,41.8283,-86.3656
Saukville,WI,Wisconsin,43.3847,-87.9439
Rosedale,WA,Washington,47.3452,-122.6369
Winter Beach,FL,Florida,27.7120,-80.4254
Nelsonville,OH,Ohio,39.4561,-82.2211
Chelan,WA,Washington,47.8415,-120.0262
Bradley Beach,NJ,New Jersey,40.2018,-74.0128
National Harbor,MD,Maryland,38.7876,-77.0113
Esperance,WA,Washington,47.7937,-122.3469
Fayette,AL,Alabama,33.6943,-87.8307
Indian River Shores,FL,Florida,27.7084,-80.3851
French Island,WI,Wisconsin,43.8593,-91.2614
Wiggins,MS,Mississippi,30.8557,-89.1386
Danville,PA,Pennsylvania,40.9615,-76.6121
Ashdown,AR,Arkansas,33.6746,-94.1265
Medford Lakes,NJ,New Jersey,39.8581,-74.8053
Woodruff,SC,South Carolina,34.7421,-82.0371
Gaylord,MI,Michigan,45.0208,-84.6809
Highland Beach,FL,Florida,26.4087,-80.0661
Sinking Spring,PA,Pennsylvania,40.3242,-76.0235
Lonoke,AR,Arkansas,34.7906,-91.9072
Chalfont,PA,Pennsylvania,40.2893,-75.2095
Anna,IL,Illinois,37.4612,-89.2388
Middleville,MI,Michigan,42.7138,-85.4693
Euharlee,GA,Georgia,34.1441,-84.9327
Osawatomie,KS,Kansas,38.5063,-94.9486
Forest City,IA,Iowa,43.2570,-93.6366
Singac,NJ,New Jersey,40.8849,-74.2431
Bristow,OK,Oklahoma,35.8336,-96.3944
Sharpsville,PA,Pennsylvania,41.2595,-80.4813
Fayetteville,NY,New York,43.0308,-75.9984
West Peoria,IL,Illinois,40.6970,-89.6399
Sparta,MI,Michigan,43.1571,-85.7106
Southside,AR,Arkansas,35.7149,-91.6328
Helena Valley Northeast,MT,Montana,46.6974,-111.9428
Boyertown,PA,Pennsylvania,40.3322,-75.6375
Sullivan,IN,Indiana,39.0973,-87.4074
Forty Fort,PA,Pennsylvania,41.2846,-75.8690
Mount Pleasant,PA,Pennsylvania,40.1509,-79.5434
Larksville,PA,Pennsylvania,41.2639,-75.9327
Elmira Heights,NY,New York,42.1267,-76.8254
Russell,KS,Kansas,38.8874,-98.8514
Laureldale,PA,Pennsylvania,40.3897,-75.9134
Greenfield,OH,Ohio,39.3536,-83.3883
Fort McKinley,OH,Ohio,39.8027,-84.2460
Holly Ridge,NC,North Carolina,34.4953,-77.5270
Geneva,AL,Alabama,31.0437,-85.8763
Greencastle,PA,Pennsylvania,39.7907,-77.7267
Samoset,FL,Florida,27.4764,-82.5430
Ho-Ho-Kus,NJ,New Jersey,41.0001,-74.0972
Jacksonwald,PA,Pennsylvania,40.3279,-75.8414
Eastwood,LA,Louisiana,32.5607,-93.5625
Aldan,PA,Pennsylvania,39.9224,-75.2881
Newport,SC,South Carolina,34.9833,-81.0992
Fox Farm-College,WY,Wyoming,41.1105,-104.7871
Herricks,NY,New York,40.7567,-73.6635
Paxton,IL,Illinois,40.4563,-88.1020
Sheffield,OH,Ohio,41.4559,-82.0912
Mount Olive,AL,Alabama,33.6778,-86.8727
Fetters Hot Springs-Agua Caliente,CA,California,38.3274,-122.4871
University Center,VA,Virginia,39.0599,-77.4443
Springville,NY,New York,42.5084,-78.6696
Ashburn,GA,Georgia,31.7096,-83.6528
Broken Bow,OK,Oklahoma,34.0292,-94.7426
Spring Valley Village,TX,Texas,29.7898,-95.5041
Charleroi,PA,Pennsylvania,40.1384,-79.9002
Bethel,WA,Washington,47.4874,-122.6175
Aumsville,OR,Oregon,44.8462,-122.8700
Lyons,GA,Georgia,32.2062,-82.3215
Mills,WY,Wyoming,42.8473,-106.3830
Spindale,NC,North Carolina,35.3597,-81.9232
Moon Lake,FL,Florida,28.2993,-82.6050
Cannon Falls,MN,Minnesota,44.5122,-92.9034
Ellenville,NY,New York,41.7009,-74.3609
Jacksboro,TX,Texas,33.2256,-98.1594
Kutztown,PA,Pennsylvania,40.5212,-75.7772
Shallotte,NC,North Carolina,33.9768,-78.3803
Venersborg,WA,Washington,45.7860,-122.4721
Lawrenceville,IL,Illinois,38.7264,-87.6873
Le Sueur,MN,Minnesota,44.4702,-93.9026
Lincoln,ND,North Dakota,46.7688,-100.6978
Comanche,TX,Texas,31.9005,-98.6043
Suncoast Estates,FL,Florida,26.7123,-81.8684
Rockwell,AR,Arkansas,34.4636,-93.1340
Clarion,PA,Pennsylvania,41.2106,-79.3803
Amity Gardens,PA,Pennsylvania,40.2718,-75.7321
Chariton,IA,Iowa,41.0175,-93.3097
Freeburg,IL,Illinois,38.4397,-89.9169
Hutchinson Island South,FL,Florida,27.3243,-80.2425
Trenton,TN,Tennessee,35.9689,-88.9450
Monte Vista,CO,Colorado,37.5789,-106.1499
Bellville,TX,Texas,29.9472,-96.2598
Apison,TN,Tennessee,35.0104,-85.0142
Longview Heights,WA,Washington,46.1794,-122.9568
Candelaria Arenas,PR,Puerto Rico,18.4175,-66.2203
Brownsville,LA,Louisiana,32.4883,-92.1619
Aguilita,PR,Puerto Rico,18.0284,-66.5330
Akwesasne,NY,New York,44.9647,-74.6664
Laguna Beach,FL,Florida,30.2549,-85.9512
McGovern,PA,Pennsylvania,40.2362,-80.2268
Florida,PR,Puerto Rico,18.3643,-66.5611
Wamego,KS,Kansas,39.2054,-96.3099
Jefferson,IA,Iowa,42.0173,-94.3799
Sunset Beach,NC,North Carolina,33.8920,-78.5107
East Village,CT,Connecticut,41.3612,-73.1845
Pantops,VA,Virginia,38.0316,-78.4437
Slaughterville,OK,Oklahoma,35.0910,-97.2881
Battle Mountain,NV,Nevada,40.6299,-116.9518
West Jefferson,OH,Ohio,39.9475,-83.3076
Sebring,OH,Ohio,40.9207,-81.0231
Franklin,NC,North Carolina,35.1798,-83.3809
Church Point,LA,Louisiana,30.4037,-92.2145
Holloman AFB,NM,New Mexico,32.8483,-106.0998
De Motte,IN,Indiana,41.1988,-87.1973
Cedar Knolls,NJ,New Jersey,40.8199,-74.4551
Columbus,MN,Minnesota,45.2685,-93.0809
Cold Spring,MN,Minnesota,45.4570,-94.4297
Farmers Loop,AK,Alaska,64.9061,-147.6957
Surfside Beach,SC,South Carolina,33.6093,-78.9772
Country Lake Estates,NJ,New Jersey,39.9486,-74.5409
Jasper,GA,Georgia,34.4710,-84.4497
Lisbon Falls,ME,Maine,44.0086,-70.0571
Belfair,WA,Washington,47.4495,-122.8487
Imbéry,PR,Puerto Rico,18.4371,-66.5566
Morgan,UT,Utah,41.0414,-111.6802
Lake Panasoffkee,FL,Florida,28.7850,-82.1258
Saxon,SC,South Carolina,34.9616,-81.9713
Pipestone,MN,Minnesota,43.9958,-96.3117
University Gardens,NY,New York,40.7752,-73.7281
Cherry Grove,OH,Ohio,39.0802,-84.3220
Dimmitt,TX,Texas,34.5324,-102.3111
Broadway,VA,Virginia,38.6083,-78.8016
Algonac,MI,Michigan,42.6207,-82.5339
Chattanooga Valley,GA,Georgia,34.9241,-85.3431
Dallastown,PA,Pennsylvania,39.8996,-76.6410
Park Rapids,MN,Minnesota,46.9169,-95.0576
Newport,MN,Minnesota,44.8743,-92.9975
Danielson,CT,Connecticut,41.8086,-71.8854
Fairway,KS,Kansas,39.0245,-94.6287
Grafton,ND,North Dakota,48.4142,-97.4056
Jersey Shore,PA,Pennsylvania,41.2012,-77.2666
McMurray,PA,Pennsylvania,40.2815,-80.0874
Fruit Hill,OH,Ohio,39.0699,-84.3670
Shelbyville,IL,Illinois,39.4097,-88.8005
Nashville,AR,Arkansas,33.9418,-93.8516
Garden Ridge,TX,Texas,29.6379,-98.2927
Marseilles,IL,Illinois,41.3099,-88.6850
Clay Center,KS,Kansas,39.3812,-97.1276
Waverly,OH,Ohio,39.1256,-82.9836
Pittsfield,IL,Illinois,39.6201,-90.7936
Bowling Green,MO,Missouri,39.3447,-91.2032
Valley Grande,AL,Alabama,32.4862,-87.0305
Monongahela,PA,Pennsylvania,40.1955,-79.9222
Roebling,NJ,New Jersey,40.1167,-74.7775
Harbour Heights,FL,Florida,26.9928,-82.0072
Edinburgh,IN,Indiana,39.3509,-85.9625
Forest Oaks,NC,North Carolina,35.9889,-79.7079
Brookfield,MO,Missouri,39.7853,-93.0772
Level Green,PA,Pennsylvania,40.3902,-79.7215
Walton Park,NY,New York,41.3142,-74.2237
Roosevelt Park,MI,Michigan,43.1982,-86.2733
Jourdanton,TX,Texas,28.9141,-98.5409
Shrewsbury,NJ,New Jersey,40.3249,-74.0600
Harbison Canyon,CA,California,32.8273,-116.8381
Captain Cook,HI,Hawaii,19.4995,-155.8937
Jonesboro,LA,Louisiana,32.2348,-92.7098
Red Oaks Mill,NY,New York,41.6517,-73.8748
Akron,PA,Pennsylvania,40.1580,-76.2031
Hugoton,KS,Kansas,37.1745,-101.3447
Swanton,OH,Ohio,41.5839,-83.8880
Kildeer,IL,Illinois,42.1830,-88.0488
Bonsall,CA,California,33.2764,-117.1941
New Lebanon,OH,Ohio,39.7440,-84.3943
Whitesboro,TX,Texas,33.6612,-96.9022
Lansford,PA,Pennsylvania,40.8331,-75.8848
Wolf Lake,MI,Michigan,43.2451,-86.1074
Clarcona,FL,Florida,28.6268,-81.4979
Lowell,MI,Michigan,42.9351,-85.3457
Lambertville,NJ,New Jersey,40.3687,-74.9430
Lockeford,CA,California,38.1508,-121.1554
Maeser,UT,Utah,40.4718,-109.5786
Linden,MI,Michigan,42.8194,-83.7811
Friona,TX,Texas,34.6394,-102.7230
Winnfield,LA,Louisiana,31.9240,-92.6425
Falls City,NE,Nebraska,40.0623,-95.5989
Montesano,WA,Washington,47.0102,-123.5857
Scott City,KS,Kansas,38.4789,-100.9031
Caldwell,TX,Texas,30.5307,-96.7007
Sherman,IL,Illinois,39.8876,-89.6066
Rice Lake,MN,Minnesota,46.8977,-92.1137
Whiteman AFB,MO,Missouri,38.7302,-93.5589
Carlisle,IA,Iowa,41.5118,-93.4950
Chagrin Falls,OH,Ohio,41.4319,-81.3887
Garden City South,NY,New York,40.7120,-73.6607
Pinehurst,TX,Texas,30.1889,-95.7017
Goodview,MN,Minnesota,44.0692,-91.7166
Penn Estates,PA,Pennsylvania,41.0346,-75.2417
Sparta,IL,Illinois,38.1513,-89.7185
St. James,MD,Maryland,39.5738,-77.7482
Walhalla,SC,South Carolina,34.7705,-83.0615
Mirrormont,WA,Washington,47.4616,-121.9937
Indian Mountain Lake,PA,Pennsylvania,41.0003,-75.5058
Jena,LA,Louisiana,31.6914,-92.1298
Fenton,MO,Missouri,38.5279,-90.4488
West Milwaukee,WI,Wisconsin,43.0124,-87.9710
Green Oaks,IL,Illinois,42.2954,-87.9115
Mississippi State,MS,Mississippi,33.4516,-88.7912
Niwot,CO,Colorado,40.0980,-105.1552
Highland Lakes,NJ,New Jersey,41.1716,-74.4643
Enon,VA,Virginia,37.3273,-77.3195
Trent Woods,NC,North Carolina,35.0810,-77.0945
Otsego,MI,Michigan,42.4576,-85.6980
Riverdale,NJ,New Jersey,40.9921,-74.3125
Longbranch,WA,Washington,47.2257,-122.7739
Pinetop-Lakeside,AZ,Arizona,34.1486,-109.9657
Lake San Marcos,CA,California,33.1197,-117.2090
Reiffton,PA,Pennsylvania,40.3126,-75.8663
Wellsville,UT,Utah,41.6223,-111.9430
Ovilla,TX,Texas,32.5352,-96.8895
Maytown,PA,Pennsylvania,40.0791,-76.5791
North Muskegon,MI,Michigan,43.2517,-86.2715
Lathrup Village,MI,Michigan,42.4921,-83.2273
Northwest Harwich,MA,Massachusetts,41.6917,-70.1026
Hazlehurst,GA,Georgia,31.8651,-82.5994
Williamston,SC,South Carolina,34.6194,-82.4794
Tierra Verde,FL,Florida,27.6687,-82.7299
Saw Creek,PA,Pennsylvania,41.1197,-75.0465
Mulberry,OH,Ohio,39.1975,-84.2511
Brookdale,SC,South Carolina,33.5183,-80.8332
San Carlos,TX,Texas,26.2957,-98.0631
Marine City,MI,Michigan,42.7137,-82.5012
Point Pleasant,WV,West Virginia,38.8530,-82.1303
Placitas,NM,New Mexico,35.3226,-106.4437
Oronoque,CT,Connecticut,41.2527,-73.1089
Kutztown University,PA,Pennsylvania,40.5103,-75.7851
Metamora,IL,Illinois,40.7951,-89.3672
Chester,NY,New York,41.3570,-74.2768
Taylor,AZ,Arizona,34.4393,-110.1018
Throop,PA,Pennsylvania,41.4382,-75.5927
North East,MD,Maryland,39.6076,-75.9414
Wingate,NC,North Carolina,34.9859,-80.4480
Rising Sun-Lebanon,DE,Delaware,39.1000,-75.5047
Brookland,AR,Arkansas,35.8991,-90.5767
Duncan,SC,South Carolina,34.9342,-82.1443
Cross Plains,WI,Wisconsin,43.1145,-89.6479
Quitman,GA,Georgia,30.7849,-83.5603
Calcutta,OH,Ohio,40.6840,-80.5621
Hatillo,PR,Puerto Rico,18.4811,-66.8221
Fleetwood,PA,Pennsylvania,40.4565,-75.8209
Genesee,CO,Colorado,39.6872,-105.2718
Rock Valley,IA,Iowa,43.2028,-96.2897
Kimberly,AL,Alabama,33.7758,-86.7964
Cayuga Heights,NY,New York,42.4680,-76.4876
Port Reading,NJ,New Jersey,40.5685,-74.2469
Millstadt,IL,Illinois,38.4579,-90.0834
Monticello,IA,Iowa,42.2298,-91.1861
Midway North,TX,Texas,26.1872,-98.0189
Crittenden,KY,Kentucky,38.7755,-84.6137
Amite City,LA,Louisiana,30.7323,-90.5133
Capitol Heights,MD,Maryland,38.8765,-76.9075
Crandall,TX,Texas,32.6233,-96.4525
Burnham,IL,Illinois,41.6375,-87.5447
Mountain Home,NC,North Carolina,35.3708,-82.5021
St. Bernard,OH,Ohio,39.1711,-84.4955
Elkin,NC,North Carolina,36.2621,-80.8443
Ladonia,AL,Alabama,32.4609,-85.0877
County Center,VA,Virginia,38.6917,-77.3507
Scott AFB,IL,Illinois,38.5412,-89.8530
Indian Head Park,IL,Illinois,41.7690,-87.8977
Mary Esther,FL,Florida,30.4127,-86.6588
Great Notch,NJ,New Jersey,40.8705,-74.2084
Riverside,MO,Missouri,39.1703,-94.6306
Chilton,WI,Wisconsin,44.0293,-88.1625
Lenwood,CA,California,34.8861,-117.1078
Pleasant Run Farm,OH,Ohio,39.3016,-84.5493
Southport,NC,North Carolina,33.9411,-78.0205
Pinch,WV,West Virginia,38.4062,-81.4810
Ridgway,PA,Pennsylvania,41.4270,-78.7297
Mullins,SC,South Carolina,34.2040,-79.2536
Westover,WV,West Virginia,39.6329,-79.9882
Coquille,OR,Oregon,43.1802,-124.1841
Thorndale,PA,Pennsylvania,39.9991,-75.7517
Hawkinsville,GA,Georgia,32.2965,-83.4815
Riverwoods,IL,Illinois,42.1723,-87.8951
Broad Brook,CT,Connecticut,41.9097,-72.5426
Spurgeon,TN,Tennessee,36.4430,-82.4621
Benson,NC,North Carolina,35.3860,-78.5437
San Miguel,CA,California,37.8867,-122.0368
Kings Park,VA,Virginia,38.8026,-77.2396
Bosque Farms,NM,New Mexico,34.8539,-106.7011
South Haven,MI,Michigan,42.4011,-86.2677
Dakota Dunes,SD,South Dakota,42.4920,-96.4870
Haskell,AR,Arkansas,34.5095,-92.6406
Vidalia,LA,Louisiana,31.5668,-91.4404
Seven Lakes,NC,North Carolina,35.2647,-79.5865
Northlake,SC,South Carolina,34.5691,-82.6838
Campanilla,PR,Puerto Rico,18.4225,-66.2391
South Chicago Heights,IL,Illinois,41.4831,-87.6369
Taylor Creek,OH,Ohio,39.2362,-84.6802
Karns,TN,Tennessee,35.9778,-84.1091
Wintersville,OH,Ohio,40.3791,-80.7095
North El Monte,CA,California,34.1029,-118.0239
Rossville,GA,Georgia,34.9747,-85.2898
Castle Hills,TX,Texas,29.5229,-98.5197
Pecan Acres,TX,Texas,32.9704,-97.4725
Belleville,MI,Michigan,42.2022,-83.4839
St. Charles,MN,Minnesota,43.9687,-92.0593
Camdenton,MO,Missouri,38.0121,-92.7499
Clayton,DE,Delaware,39.2849,-75.6366
Metter,GA,Georgia,32.3958,-82.0621
Trappe,PA,Pennsylvania,40.1991,-75.4754
Smithville,TX,Texas,30.0082,-97.1520
Magee,MS,Mississippi,31.8730,-89.7340
Brookville,PA,Pennsylvania,41.1615,-79.0827
Park Layne,OH,Ohio,39.8881,-84.0394
Coleman,TX,Texas,31.8317,-99.4223
Hazel Green,AL,Alabama,34.9236,-86.5671
Grant,MN,Minnesota,45.0825,-92.9090
Spencer,OK,Oklahoma,35.5108,-97.3715
Stanley,NC,North Carolina,35.3552,-81.0938
Greendale,IN,Indiana,39.1316,-84.8510
Sagamore,MA,Massachusetts,41.7842,-70.5332
South Russell,OH,Ohio,41.4318,-81.3352
Dumas,AR,Arkansas,33.8834,-91.4857
Meridian,PA,Pennsylvania,40.8531,-79.9555
Scandia,MN,Minnesota,45.2540,-92.8278
Upland,IN,Indiana,40.4639,-85.5008
Oregon,IL,Illinois,42.0132,-89.3354
Mulberry,FL,Florida,27.9058,-81.9873
Clifton Knolls-Mill Creek,NY,New York,42.8482,-73.8082
Puhi,HI,Hawaii,21.9622,-159.3917
Dupo,IL,Illinois,38.5146,-90.2168
Coal Valley,IL,Illinois,41.4416,-90.4462
Dillon,MT,Montana,45.2180,-112.6345
Ely,NV,Nevada,39.2650,-114.8708
Trevose,PA,Pennsylvania,40.1509,-74.9820
Del Mar,CA,California,32.9635,-117.2624
Bella Vista,CA,California,40.6427,-122.2460
Mineral Ridge,OH,Ohio,41.1385,-80.7672
Laurel,DE,Delaware,38.5691,-75.5689
North Pembroke,MA,Massachusetts,42.0989,-70.7823
Waynesburg,PA,Pennsylvania,39.8983,-80.1855
Bayou Vista,LA,Louisiana,29.6912,-91.2672
Dell Rapids,SD,South Dakota,43.8244,-96.7143
Colorado City,TX,Texas,32.3996,-100.8582
Dorr,MI,Michigan,42.7270,-85.7190
Cedar Creek,TX,Texas,30.0811,-97.5180
La Cienega,NM,New Mexico,35.5794,-106.1130
Mitchell,IN,Indiana,38.7369,-86.4755
Carroll Valley,PA,Pennsylvania,39.7499,-77.3805
Algood,TN,Tennessee,36.2000,-85.4468
Pine Manor,FL,Florida,26.5730,-81.8774
Cozad,NE,Nebraska,40.8613,-99.9863
Woodson Terrace,MO,Missouri,38.7286,-90.3600
Lancaster,KY,Kentucky,37.6148,-84.5815
Gardnertown,NY,New York,41.5328,-74.0595
St. James,MO,Missouri,38.0013,-91.6154
Bystrom,CA,California,37.6198,-120.9813
Leland,MS,Mississippi,33.4051,-90.8909
Marshall,IL,Illinois,39.3986,-87.6900
Oaklyn,NJ,New Jersey,39.9023,-75.0813
Valdez,AK,Alaska,61.0963,-146.2596
West Bradenton,FL,Florida,27.5016,-82.6146
Golden Beach,MD,Maryland,38.4900,-76.7019
Metzger,OR,Oregon,45.4493,-122.7621
Madeira Beach,FL,Florida,27.7985,-82.7887
St. Joseph,IL,Illinois,40.1140,-88.0354
Indian Head,MD,Maryland,38.5987,-77.1555
Citronelle,AL,Alabama,31.0952,-88.2467
Windber,PA,Pennsylvania,40.2355,-78.8247
Madill,OK,Oklahoma,34.0872,-96.7744
Montpelier,OH,Ohio,41.5817,-84.5968
Heritage Hills,NY,New York,41.3398,-73.7016
Berne,IN,Indiana,40.6572,-84.9555
Kittanning,PA,Pennsylvania,40.8279,-79.5233
Shenandoah Farms,VA,Virginia,38.9752,-78.0482
Ball,LA,Louisiana,31.4188,-92.4084
Pleasant Hills,MD,Maryland,39.4861,-76.3908
Morrison,IL,Illinois,41.8076,-89.9616
Weston,WV,West Virginia,39.0391,-80.4616
Livingston,TN,Tennessee,36.3875,-85.3265
Rosewood Heights,IL,Illinois,38.8885,-90.0723
Lyncourt,NY,New York,43.0820,-76.1265
Lancaster,WI,Wisconsin,42.8473,-90.7065
Sullivan City,TX,Texas,26.2752,-98.5644
Centerville,MN,Minnesota,45.1640,-93.0540
Raymond,WI,Wisconsin,42.8003,-88.0118
Cedarville,OH,Ohio,39.7471,-83.8109
Pennsburg,PA,Pennsylvania,40.3936,-75.4965
Meiners Oaks,CA,California,34.4553,-119.2702
Camden,DE,Delaware,39.0990,-75.5571
Fairbury,NE,Nebraska,40.1448,-97.1764
Oakhurst,NJ,New Jersey,40.2607,-74.0263
Gentry,AR,Arkansas,36.2571,-94.4908
Forestdale,MA,Massachusetts,41.6846,-70.5082
Williamstown,KY,Kentucky,38.6415,-84.5675
Smithton,IL,Illinois,38.4159,-89.9902
